bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp64_4096,,,65536,512,,4.000000,N/A,N/A,N/A,N/A,0.000480,0.000047,0.000443,9035.239694,,,,
MicroBench_LocalMem_int32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.043181,0.000011,0.043175,11858.779355,,,,
MicroBench_LocalMem_fp32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.043184,0.000010,0.043175,11858.759854,,,,
MicroBench_LocalMem_fp64_4096,,,16777216,256,,1024.000000,N/A,N/A,N/A,N/A,0.086210,0.000080,0.086154,11885.709202,,,,
MicroBench_LocalMem_int32_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000132,0.000012,0.000125,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000128,0.000004,0.000125,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000266,0.000044,0.000231,N/A,,,,
MicroBench_LocalMem_int32_4096,,,1048576,128,,32.000000,N/A,N/A,N/A,N/A,0.002773,0.000017,0.002752,11627.932328,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,128,,32.000000,N/A,N/A,N/A,N/A,0.002765,0.000007,0.002758,11602.926113,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,128,,64.000000,N/A,N/A,N/A,N/A,0.005818,0.000034,0.005792,11050.086242,,,,
MicroBench_LocalMem_int32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.005482,0.000007,0.005478,11684.111288,,,,
MicroBench_LocalMem_fp32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.005482,0.000005,0.005477,11684.574189,,,,
MicroBench_LocalMem_fp64_4096,,,2097152,256,,128.000000,N/A,N/A,N/A,N/A,0.010961,0.000053,0.010922,11719.017869,,,,
MicroBench_LocalMem_int32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.043185,0.000013,0.043176,11858.421472,,,,
MicroBench_LocalMem_fp32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.043200,0.000017,0.043183,11856.597784,,,,
MicroBench_LocalMem_fp64_4096,,,16777216,256,,1024.000000,N/A,N/A,N/A,N/A,0.086207,0.000086,0.086140,11887.580360,,,,
MicroBench_LocalMem_int32_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000132,0.000011,0.000126,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000129,0.000004,0.000125,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,8192,512,,0.000000,N/A,N/A,N/A,N/A,0.000265,0.000043,0.000230,N/A,,,,
MicroBench_LocalMem_int32_4096,,,4194304,128,,128.000000,N/A,N/A,N/A,N/A,0.010817,0.000022,0.010799,11853.401574,,,,
MicroBench_LocalMem_fp32_4096,,,4194304,128,,128.000000,N/A,N/A,N/A,N/A,0.010818,0.000015,0.010795,11857.602789,,,,
MicroBench_LocalMem_fp64_4096,,,4194304,128,,256.000000,N/A,N/A,N/A,N/A,0.021736,0.000062,0.021669,11813.983659,,,,
MicroBench_LocalMem_int32_4096,,,4194304,512,,128.000000,N/A,N/A,N/A,N/A,0.010938,0.000006,0.010935,11706.033692,,,,
MicroBench_LocalMem_fp32_4096,,,4194304,512,,128.000000,N/A,N/A,N/A,N/A,0.010935,0.000004,0.010931,11709.435838,,,,
MicroBench_LocalMem_fp64_4096,,,4194304,512,,256.000000,N/A,N/A,N/A,N/A,0.021861,0.000052,0.021823,11730.870730,,,,
MicroBench_LocalMem_int32_4096,,,131072,512,,4.000000,N/A,N/A,N/A,N/A,0.000447,0.000008,0.000442,9043.860462,,,,
